Month_Year,Region,Crop,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Texture,Soil_Saturation_pct,Land_Size_acres,Past_Yield_tons_acre,Suitable_Crop
02-2018,North Eastern,Millet,0.0,35.03,37.43,8.17,Sandy Loam,34.1,4.66,0.05,Millet
02-2018,North Eastern,Millet,13.25,29.35,36.31,7.11,Sandy Loam,48.6,5.9,0.17,Millet
02-2018,North Eastern,Millet,32.68,35.57,34.18,8.57,Sandy Loam,29.7,2.08,0.05,Millet
02-2018,North Eastern,Millet,21.83,26.99,44.07,7.18,Sandy Loam,28.3,7.89,0.05,Millet
02-2018,North Eastern,Millet,16.18,20.66,39.21,6.77,Sandy Loam,34.0,7.39,0.05,Millet
02-2018,North Eastern,Millet,8.39,27.92,16.16,7.31,Sandy,14.8,1.68,0.072,Millet
02-2018,North Eastern,Millet,42.61,35.63,45.23,7.3,Sandy,13.6,4.9,0.432,Millet
02-2018,North Eastern,Millet,0.0,41.72,35.35,7.03,Sandy Loam,22.5,5.62,0.05,Millet
02-2018,North Eastern,Millet,12.63,36.23,29.65,6.99,Sandy,23.3,2.95,0.05,Millet
02-2018,North Eastern,Millet,5.18,28.59,32.76,7.58,Sandy Loam,26.1,5.71,0.362,Millet
02-2018,North Eastern,Millet,4.99,33.54,47.82,7.78,Sandy,19.5,3.34,0.186,Millet
02-2018,North Eastern,Millet,0.0,35.7,28.25,7.82,Sandy,5.0,6.2,0.05,Millet
02-2018,North Eastern,Millet,2.21,37.38,20.66,7.9,Sandy Loam,43.7,2.38,0.05,Millet
02-2018,North Eastern,Millet,10.62,29.38,47.09,6.63,Sandy,11.3,8.62,0.131,Millet
02-2018,North Eastern,Millet,31.04,26.24,45.27,7.71,Sandy,24.5,3.84,0.069,Millet
02-2018,North Eastern,Millet,30.93,27.87,34.39,7.54,Sandy,7.7,5.15,0.392,Millet
02-2018,North Eastern,Millet,31.15,34.25,34.99,7.65,Sandy Loam,33.4,5.75,0.278,Millet
02-2018,North Eastern,Millet,25.65,31.04,21.29,7.23,Sandy,26.4,5.68,0.28,Millet
02-2018,North Eastern,Millet,12.03,34.13,33.07,6.78,Sandy Loam,34.6,2.8,0.05,Millet
02-2018,North Eastern,Millet,43.23,32.74,25.79,7.29,Sandy Loam,29.9,8.15,0.434,Millet
02-2018,North Eastern,Millet,13.72,27.47,33.47,7.3,Sandy Loam,39.8,5.28,0.094,Millet
02-2018,North Eastern,Millet,7.05,30.05,25.21,6.71,Sandy Loam,35.8,8.6,0.056,Millet
02-2018,North Eastern,Millet,12.12,33.91,37.18,6.97,Sandy Loam,40.1,9.02,0.06,Millet
02-2018,North Eastern,Millet,48.63,33.55,35.12,6.49,Sandy,21.7,8.24,0.708,Millet
02-2018,North Eastern,Millet,0.0,32.06,24.79,7.41,Sandy,19.1,1.72,0.051,Millet
03-2018,Central,Coffee,95.98,16.09,71.4,6.64,Loam,66.7,7.23,1.465,Tea
03-2018,Central,Maize,105.51,19.97,69.08,6.53,Sandy Loam,50.0,4.42,0.916,Tea
03-2018,Central,Coffee,124.0,23.35,79.26,6.16,Sandy Loam,20.4,3.37,1.239,Tea
03-2018,Central,Maize,175.62,14.68,75.89,6.57,Loam,47.5,3.54,1.37,Tea
03-2018,Central,Tea,177.4,16.95,70.72,6.45,Clay Loam,79.6,0.54,1.97,Tea
03-2018,Central,Coffee,118.72,15.39,78.76,6.26,Loam,58.6,1.28,0.99,Tea
03-2018,Central,Beans,68.63,16.62,66.96,5.78,Clay Loam,82.4,7.91,0.893,Tea
03-2018,Central,Maize,96.19,16.25,67.74,6.42,Loam,46.8,5.54,0.87,Tea
03-2018,Central,Beans,133.04,22.24,64.7,6.63,Loam,49.0,5.68,0.813,Tea
03-2018,Central,Potatoes,136.15,18.11,75.16,5.58,Sandy Loam,37.1,7.08,5.395,Tea
03-2018,Central,Beans,117.96,22.38,78.02,5.65,Loam,55.4,5.89,0.852,Tea
03-2018,Central,Maize,161.29,17.15,84.1,6.7,Sandy Loam,34.9,5.8,1.205,Tea
03-2018,Central,Tea,108.15,16.49,77.81,6.3,Loam,61.5,6.97,1.189,Tea
03-2018,Central,Coffee,113.31,15.36,69.17,6.05,Clay Loam,73.1,7.83,1.674,Tea
03-2018,Central,Potatoes,119.35,16.14,75.97,5.73,Clay Loam,68.1,6.76,2.167,Tea
03-2018,Central,Maize,111.76,13.3,65.16,6.4,Loam,58.4,5.73,1.031,Tea
03-2018,Central,Maize,169.37,14.52,67.42,5.61,Sandy Loam,38.4,6.76,1.899,Tea
03-2018,Central,Potatoes,134.2,20.74,86.44,6.26,Sandy Loam,37.8,8.38,2.44,Tea
03-2018,Central,Tea,141.16,22.72,74.34,6.39,Loam,66.7,3.05,3.101,Tea
03-2018,Central,Tea,136.81,20.45,76.37,6.35,Sandy Loam,33.3,5.76,2.415,Tea
03-2018,Central,Potatoes,120.93,20.06,75.49,5.58,Loam,56.8,3.74,4.584,Tea
03-2018,Central,Beans,113.04,20.47,80.64,6.75,Sandy Loam,50.2,0.61,0.545,Tea
03-2018,Central,Coffee,148.47,16.56,88.69,5.65,Clay Loam,75.1,3.96,0.965,Tea
03-2018,Central,Potatoes,129.02,17.42,64.41,5.93,Clay Loam,83.2,9.41,5.306,Tea
03-2018,Central,Maize,111.46,12.91,75.9,6.37,Sandy Loam,29.4,5.11,0.836,Tea
03-2018,Central,Maize,189.85,19.21,62.08,6.77,Sandy Loam,37.7,7.18,1.342,Tea
03-2018,Central,Maize,148.48,18.24,62.38,6.18,Sandy Loam,55.1,3.8,0.798,Tea
03-2018,Central,Potatoes,159.56,20.15,87.69,5.32,Loam,54.9,8.3,4.365,Tea
03-2018,Central,Potatoes,88.11,18.77,61.34,6.94,Loam,45.7,1.84,2.381,Tea
03-2018,Central,Beans,138.71,21.37,62.79,6.39,Clay Loam,70.5,1.31,1.262,Tea
03-2018,Central,Tea,137.99,17.66,78.43,6.18,Clay Loam,76.5,6.56,1.755,Tea
03-2018,Central,Tea,93.69,18.34,80.86,5.95,Sandy Loam,34.3,5.64,2.043,Tea
03-2018,Central,Beans,114.4,14.94,68.86,6.24,Clay Loam,79.5,7.19,1.168,Tea
03-2018,Rift Valley,Tea,81.84,20.22,63.29,5.78,Clay Loam,73.6,0.52,3.178,Tea
03-2018,Rift Valley,Tea,162.79,19.4,65.52,5.51,Volcanic,64.8,3.02,1.809,Tea
03-2018,Rift Valley,Wheat,121.89,13.8,71.37,5.8,Sandy Loam,42.6,9.29,1.735,Tea
03-2018,Rift Valley,Wheat,144.12,20.56,63.49,6.04,Volcanic,50.5,3.07,1.466,Tea
03-2018,Rift Valley,Millet,128.86,29.0,55.84,6.18,Loam,56.1,7.29,1.096,Tea
03-2018,Rift Valley,Potatoes,96.82,21.61,64.57,5.9,Sandy Loam,35.3,5.75,2.102,Tea
03-2018,Rift Valley,Potatoes,143.99,21.8,41.51,6.25,Clay Loam,91.4,2.33,5.302,Tea
03-2018,Rift Valley,Maize,61.14,23.55,46.43,5.75,Loam,46.6,1.03,0.901,Tea
03-2018,Rift Valley,Wheat,122.9,15.89,66.85,5.39,Volcanic,55.5,4.38,1.656,Tea
03-2018,Rift Valley,Millet,88.62,21.03,59.77,6.08,Sandy Loam,48.8,6.81,0.8,Tea
03-2018,Rift Valley,Potatoes,89.12,19.33,56.04,5.73,Loam,63.1,8.21,3.111,Tea
03-2018,Rift Valley,Potatoes,82.93,21.17,56.61,5.57,Sandy Loam,34.7,5.18,3.961,Tea
03-2018,Rift Valley,Maize,102.57,17.55,60.04,6.11,Loam,66.1,9.53,1.385,Tea
03-2018,Rift Valley,Maize,139.52,14.03,50.08,6.47,Sandy Loam,34.5,5.06,1.868,Tea
03-2018,Rift Valley,Wheat,67.27,18.8,75.81,5.67,Clay Loam,56.7,6.63,1.294,Tea
03-2018,Rift Valley,Wheat,179.01,18.36,77.06,4.86,Clay Loam,66.5,1.04,1.6,Tea
03-2018,Rift Valley,Maize,58.21,24.39,61.92,5.26,Loam,57.4,5.96,1.871,Tea
03-2018,Rift Valley,Wheat,164.33,18.62,81.47,6.22,Volcanic,66.1,6.74,1.238,Tea
03-2018,Rift Valley,Wheat,94.61,21.58,46.01,6.14,Clay Loam,65.6,1.59,1.177,Tea
03-2018,Rift Valley,Beans,141.53,21.57,70.18,6.22,Clay Loam,79.9,2.8,0.949,Tea
03-2018,Rift Valley,Maize,128.09,22.74,50.72,6.55,Clay Loam,54.0,8.31,1.618,Tea
03-2018,Rift Valley,Beans,148.02,18.23,33.25,6.89,Volcanic,59.8,6.29,0.53,Tea
03-2018,Rift Valley,Millet,112.05,21.7,46.79,5.85,Volcanic,60.0,0.54,0.731,Tea
03-2018,Rift Valley,Maize,115.87,19.68,58.18,6.07,Sandy Loam,33.4,5.67,1.348,Tea
03-2018,Rift Valley,Wheat,113.64,18.91,49.02,5.41,Loam,53.6,3.94,1.385,Tea
03-2018,Rift Valley,Wheat,69.25,19.98,37.66,5.52,Loam,54.3,6.52,0.881,Tea
03-2018,Rift Valley,Maize,56.59,16.01,41.58,6.17,Sandy Loam,42.6,8.56,1.36,Tea
03-2018,Rift Valley,Potatoes,135.32,20.24,67.44,6.42,Loam,46.9,2.86,3.781,Tea
03-2018,Rift Valley,Beans,117.68,16.92,41.93,5.93,Volcanic,52.6,4.99,0.708,Tea
03-2018,Rift Valley,Potatoes,102.62,22.78,57.01,6.2,Clay Loam,64.2,5.07,3.24,Tea
03-2018,Rift Valley,Wheat,92.97,22.5,72.49,6.31,Volcanic,50.8,8.03,1.336,Tea
03-2018,Rift Valley,Millet,123.32,15.44,61.3,6.64,Volcanic,72.7,9.6,0.604,Tea
03-2018,Rift Valley,Wheat,122.53,16.33,50.58,4.61,Sandy Loam,43.2,5.44,0.927,Tea
03-2018,Nyanza,Maize,157.01,24.68,75.96,5.75,Clay,92.9,9.06,1.305,Maize
03-2018,Nyanza,Maize,119.35,23.9,78.29,5.81,Clay,80.3,8.29,0.952,Maize
03-2018,Nyanza,Maize,97.34,18.46,80.75,5.59,Sandy Loam,39.0,3.03,1.015,Maize
03-2018,Nyanza,Beans,217.45,22.14,71.38,5.83,Clay,86.3,6.86,0.756,Maize
03-2018,Nyanza,Millet,127.41,23.81,60.16,5.86,Clay,74.3,7.2,0.731,Maize
03-2018,Nyanza,Maize,204.46,21.84,73.37,6.98,Clay,96.8,8.01,0.79,Maize
03-2018,Nyanza,Millet,190.7,22.51,81.79,5.3,Sandy Loam,25.7,6.14,0.445,Maize
03-2018,Nyanza,Beans,189.76,21.78,69.9,6.0,Clay,96.6,5.56,1.056,Maize
03-2018,Nyanza,Maize,191.38,21.14,68.53,6.09,Clay Loam,74.7,2.01,0.935,Maize
03-2018,Nyanza,Maize,181.15,20.78,75.56,5.53,Clay,92.1,9.1,1.758,Maize
03-2018,Nyanza,Maize,108.53,22.33,70.39,5.49,Clay Loam,64.5,7.88,1.316,Maize
03-2018,Nyanza,Beans,169.99,19.76,66.85,6.08,Sandy Loam,51.8,8.51,1.172,Maize
03-2018,Nyanza,Millet,155.07,23.85,71.12,5.49,Clay,86.2,2.99,0.633,Maize
03-2018,Nyanza,Beans,162.93,22.48,68.48,5.74,Clay Loam,68.5,3.49,0.654,Maize
03-2018,Nyanza,Maize,70.3,18.88,67.8,6.6,Clay Loam,60.3,7.29,2.071,Maize
03-2018,Nyanza,Millet,144.75,25.27,63.73,6.22,Clay,72.5,8.16,1.053,Maize
03-2018,Nyanza,Beans,101.76,22.89,72.17,4.87,Clay,83.4,2.9,1.124,Maize
03-2018,Nyanza,Beans,108.95,22.79,74.95,6.7,Clay,78.6,5.02,0.574,Maize
03-2018,Nyanza,Maize,163.05,22.74,68.67,5.67,Clay Loam,62.1,7.48,2.013,Maize
03-2018,Nyanza,Beans,185.73,19.18,70.57,5.66,Clay Loam,72.3,6.17,0.835,Maize
03-2018,Nyanza,Beans,219.15,24.4,72.02,4.99,Clay Loam,86.0,4.95,0.763,Maize
03-2018,Nyanza,Maize,153.47,23.37,64.33,4.94,Clay,82.1,7.77,2.115,Maize
03-2018,Nyanza,Maize,121.8,18.98,75.03,5.58,Clay Loam,71.9,6.68,1.722,Maize
03-2018,Nyanza,Maize,135.48,22.75,78.34,5.78,Sandy Loam,43.3,6.54,1.473,Maize
03-2018,Nyanza,Millet,176.07,24.63,67.18,5.95,Clay,90.3,2.16,0.769,Maize
03-2018,Nyanza,Beans,170.77,22.45,67.35,6.11,Clay Loam,77.5,8.38,1.095,Maize
03-2018,Nyanza,Beans,137.1,22.15,79.08,6.48,Clay,85.8,2.78,0.692,Maize
03-2018,Nyanza,Beans,167.41,25.43,71.46,6.08,Clay Loam,67.9,4.2,0.622,Maize
03-2018,Nyanza,Beans,121.64,21.54,74.23,6.29,Sandy Loam,47.1,4.19,1.135,Maize
03-2018,Nyanza,Maize,102.43,23.52,69.15,6.4,Clay Loam,66.9,3.46,1.736,Maize
03-2018,Nyanza,Maize,171.12,22.05,86.85,6.43,Clay Loam,81.6,7.31,1.04,Maize
03-2018,Nyanza,Millet,193.89,18.36,85.31,6.36,Sandy Loam,44.7,2.1,0.785,Maize
03-2018,Nyanza,Millet,112.95,23.87,71.44,5.65,Clay Loam,78.7,8.67,0.817,Maize
03-2018,Western,Maize,192.03,24.82,79.26,6.46,Clay Loam,93.7,6.27,1.482,Tea
03-2018,Western,Beans,175.56,20.31,77.83,6.0,Loam,67.7,3.8,1.217,Tea
03-2018,Western,Maize,158.18,24.13,85.62,6.29,Sandy Loam,48.8,3.42,2.159,Tea
03-2018,Western,Maize,247.27,25.03,81.4,5.73,Loam,67.0,5.27,1.349,Tea
03-2018,Western,Maize,177.59,20.65,77.09,6.5,Clay Loam,80.2,6.0,1.63,Tea
03-2018,Western,Millet,150.67,18.22,66.42,6.52,Loam,57.6,8.78,0.651,Tea
03-2018,Western,Maize,155.65,24.9,80.13,6.4,Loam,62.0,3.13,1.721,Tea
03-2018,Western,Maize,163.77,20.23,78.25,6.19,Clay Loam,72.6,7.75,1.605,Tea
03-2018,Western,Beans,155.56,21.31,80.41,5.63,Loam,55.4,3.2,0.908,Tea
03-2018,Western,Maize,176.56,19.62,72.29,5.67,Sandy Loam,51.8,2.91,1.416,Tea
03-2018,Western,Beans,185.86,20.96,80.31,5.85,Sandy Loam,49.1,7.85,1.285,Tea
03-2018,Western,Maize,207.79,20.73,72.22,4.69,Sandy Loam,48.4,9.2,0.888,Tea
03-2018,Western,Millet,190.37,20.63,92.17,5.89,Clay Loam,87.7,3.96,0.712,Tea
03-2018,Western,Maize,178.95,18.92,81.14,6.51,Clay Loam,72.4,5.36,1.319,Tea
03-2018,Western,Tea,179.23,20.97,83.82,5.27,Sandy Loam,38.5,3.37,2.54,Tea
03-2018,Western,Maize,130.86,23.32,70.26,5.81,Loam,42.1,3.87,2.174,Tea
03-2018,Western,Maize,180.35,23.58,74.47,6.3,Loam,63.5,8.98,1.072,Tea
03-2018,Western,Beans,199.81,22.27,70.99,5.82,Loam,49.9,5.5,0.639,Tea
03-2018,Western,Beans,214.83,19.39,75.23,6.27,Loam,53.9,0.65,1.106,Tea
03-2018,Western,Maize,193.65,23.62,70.4,5.29,Loam,67.4,3.66,2.004,Tea
03-2018,Western,Tea,283.43,20.38,89.31,6.28,Sandy Loam,59.5,6.07,2.741,Tea
03-2018,Western,Beans,169.41,21.24,80.02,6.57,Loam,49.3,3.17,0.728,Tea
03-2018,Western,Maize,158.76,17.03,70.88,5.89,Clay Loam,80.4,7.34,2.156,Tea
03-2018,Western,Maize,198.73,21.97,73.78,5.41,Clay Loam,81.8,3.88,1.792,Tea
03-2018,Western,Maize,213.01,18.41,75.59,6.17,Loam,69.2,3.55,1.4,Tea
03-2018,Western,Maize,147.45,16.27,87.28,5.89,Loam,62.1,7.07,1.951,Tea
03-2018,Western,Beans,240.68,21.54,80.19,5.51,Sandy Loam,47.9,3.63,0.905,Tea
03-2018,Western,Beans,219.8,24.42,79.3,5.69,Sandy Loam,62.6,4.61,0.618,Tea
03-2018,Western,Maize,188.82,21.13,82.84,6.13,Sandy Loam,46.9,6.93,1.989,Tea
03-2018,Western,Maize,137.68,22.56,82.23,6.58,Loam,48.8,7.57,1.866,Tea
03-2018,Western,Millet,148.52,17.97,78.74,5.92,Sandy Loam,43.0,3.33,0.746,Tea
03-2018,Western,Maize,150.14,20.7,74.91,5.8,Sandy Loam,37.1,8.17,0.833,Tea
03-2018,Western,Maize,182.47,23.3,90.66,5.8,Clay Loam,72.9,2.98,1.056,Tea
03-2018,Eastern,Millet,90.57,28.67,46.65,6.12,Sandy Loam,34.9,4.82,0.732,Maize
03-2018,Eastern,Millet,113.75,32.35,62.56,6.31,Sandy Loam,27.4,0.56,0.672,Maize
03-2018,Eastern,Maize,73.18,24.56,31.75,6.53,Sandy Loam,45.1,0.9,1.012,Maize
03-2018,Eastern,Maize,97.96,25.56,62.54,5.37,Loam,54.9,8.21,1.714,Maize
03-2018,Eastern,Millet,42.22,21.46,39.39,6.36,Loam,67.8,2.81,0.423,Maize
03-2018,Eastern,Maize,84.88,25.85,35.59,7.19,Loam,47.4,7.86,0.68,Maize
03-2018,Eastern,Maize,54.46,25.44,55.12,6.81,Sandy,19.1,6.11,1.92,Maize
03-2018,Eastern,Maize,47.89,26.73,53.07,5.0,Sandy,16.0,7.03,1.385,Maize
03-2018,Eastern,Maize,55.03,25.88,53.57,5.9,Sandy Loam,44.1,7.22,1.317,Maize
03-2018,Eastern,Beans,73.18,26.21,21.82,7.04,Loam,47.3,2.61,0.588,Maize
03-2018,Eastern,Maize,67.09,27.12,65.17,6.16,Loam,54.1,8.04,2.118,Maize
03-2018,Eastern,Millet,102.94,23.07,57.77,5.93,Sandy Loam,48.3,7.64,0.652,Maize
03-2018,Eastern,Beans,72.06,25.59,42.92,6.48,Loam,61.5,5.86,1.203,Maize
03-2018,Eastern,Millet,60.48,27.55,46.88,6.14,Sandy Loam,40.7,4.96,0.645,Maize
03-2018,Eastern,Maize,133.22,22.28,72.71,6.83,Sandy,45.1,1.29,1.501,Maize
03-2018,Eastern,Maize,64.25,24.76,40.19,6.53,Sandy,5.0,1.83,1.284,Maize
03-2018,Eastern,Millet,36.62,24.44,35.71,6.73,Loam,69.9,6.45,0.324,Maize
03-2018,Eastern,Maize,91.93,25.25,48.43,7.21,Sandy,17.4,5.2,1.663,Maize
03-2018,Eastern,Beans,58.22,26.17,59.05,8.17,Sandy Loam,38.8,0.54,0.961,Maize
03-2018,Eastern,Maize,149.74,23.01,47.47,6.49,Sandy,29.1,7.49,0.867,Maize
03-2018,Eastern,Beans,92.91,29.74,44.26,7.26,Sandy,28.3,2.51,0.912,Maize
03-2018,Eastern,Maize,70.2,25.34,51.58,6.43,Sandy,20.8,6.55,1.503,Maize
03-2018,Eastern,Beans,132.62,22.9,35.97,6.24,Loam,56.4,9.21,0.787,Maize
03-2018,Eastern,Millet,44.28,26.3,53.02,5.55,Sandy Loam,43.6,6.08,0.401,Maize
03-2018,Eastern,Maize,80.88,17.9,52.18,6.08,Sandy Loam,45.8,5.63,1.97,Maize
03-2018,Eastern,Beans,12.79,27.83,36.43,5.58,Loam,44.1,2.42,0.249,Millet
03-2018,Eastern,Beans,39.67,22.9,44.11,7.24,Sandy Loam,42.5,9.49,0.752,Maize
03-2018,Eastern,Millet,126.18,24.06,29.75,6.27,Loam,51.2,9.52,0.733,Maize
03-2018,Eastern,Beans,67.99,22.4,51.72,6.9,Loam,44.2,8.29,0.665,Maize
03-2018,Eastern,Millet,128.83,28.09,61.04,5.11,Sandy,25.0,3.98,0.856,Maize
03-2018,Eastern,Beans,105.5,25.75,37.65,6.15,Loam,57.4,8.91,1.126,Maize
03-2018,Eastern,Millet,118.63,22.28,67.14,7.11,Loam,54.1,9.49,0.762,Maize
03-2018,Eastern,Maize,130.12,24.54,49.07,6.59,Sandy,35.6,6.42,1.199,Maize
03-2018,Coastal,Beans,100.37,29.57,78.45,5.21,Clay Loam,74.0,3.25,0.812,Maize
03-2018,Coastal,Beans,163.0,27.76,80.42,6.95,Sandy,27.3,2.09,1.154,Maize
03-2018,Coastal,Millet,102.72,26.73,72.15,5.68,Sandy Loam,31.5,6.62,0.822,Maize
03-2018,Coastal,Beans,148.22,24.28,74.09,4.79,Sandy Loam,43.4,9.34,1.005,Maize
03-2018,Coastal,Maize,192.84,22.75,82.15,6.07,Sandy Loam,42.4,8.46,1.851,Maize
03-2018,Coastal,Beans,144.98,28.07,70.22,6.05,Sandy Loam,50.4,4.71,0.593,Maize
03-2018,Coastal,Beans,159.84,25.54,81.38,5.86,Sandy Loam,54.4,0.6,0.803,Maize
03-2018,Coastal,Maize,129.83,30.63,65.16,5.57,Sandy Loam,37.5,8.21,0.734,Maize
03-2018,Coastal,Maize,164.58,30.06,81.23,5.45,Clay Loam,74.5,2.13,1.25,Maize
03-2018,Coastal,Millet,118.42,30.53,84.12,5.48,Sandy,21.4,6.98,1.047,Maize
03-2018,Coastal,Maize,80.39,28.75,76.66,5.96,Sandy Loam,37.3,5.11,1.426,Maize
03-2018,Coastal,Maize,84.93,26.75,75.72,6.13,Clay Loam,85.5,3.47,1.486,Maize
03-2018,Coastal,Beans,80.24,27.35,77.69,5.87,Sandy Loam,35.3,1.96,1.115,Maize
03-2018,Coastal,Beans,65.34,27.36,82.0,6.74,Sandy,29.7,4.66,1.057,Maize
03-2018,Coastal,Maize,164.9,29.04,88.0,5.82,Clay Loam,68.2,7.48,2.124,Maize
03-2018,Coastal,Beans,138.64,25.88,83.29,6.29,Sandy Loam,52.1,7.77,1.02,Maize
03-2018,Coastal,Millet,143.01,29.61,84.52,6.3,Sandy Loam,51.7,2.71,0.571,Maize
03-2018,Coastal,Millet,145.58,28.78,78.69,6.5,Sandy,43.6,2.2,0.842,Maize
03-2018,Coastal,Maize,120.03,29.13,77.36,5.54,Sandy Loam,36.3,3.43,0.865,Maize
03-2018,Coastal,Millet,85.14,32.86,84.23,6.29,Clay Loam,70.8,7.95,1.003,Maize
03-2018,Coastal,Millet,103.9,29.29,81.06,5.38,Sandy Loam,27.6,9.96,0.718,Maize
03-2018,Coastal,Maize,121.64,28.32,80.91,5.75,Sandy Loam,59.5,9.74,1.277,Maize
03-2018,Coastal,Maize,160.71,25.03,81.58,5.1,Sandy Loam,35.4,7.61,0.976,Maize
03-2018,Coastal,Millet,75.37,26.26,80.78,6.18,Clay Loam,69.7,8.64,0.892,Maize
03-2018,Coastal,Beans,161.86,28.45,76.09,5.93,Clay Loam,68.4,3.3,0.773,Maize
03-2018,Coastal,Beans,231.37,31.9,94.46,6.87,Sandy,46.3,6.47,1.041,Maize
03-2018,Coastal,Maize,124.2,28.16,79.76,5.82,Sandy,25.4,5.87,1.148,Maize
03-2018,Coastal,Millet,178.07,25.23,82.09,5.97,Clay Loam,71.8,6.95,0.78,Maize
03-2018,Coastal,Beans,40.13,26.48,77.28,5.78,Sandy Loam,30.4,7.95,0.519,Maize
03-2018,Coastal,Maize,148.27,28.92,73.38,5.81,Sandy Loam,47.0,4.6,1.501,Maize
03-2018,Coastal,Maize,182.63,30.01,80.41,5.8,Clay Loam,78.9,5.57,1.603,Maize
03-2018,Coastal,Maize,181.88,31.05,84.93,6.18,Sandy,22.4,8.05,0.787,Maize
03-2018,Coastal,Beans,123.65,31.27,67.63,6.28,Sandy Loam,27.1,1.43,1.072,Maize
03-2018,North Eastern,Millet,22.88,37.06,30.6,6.53,Sandy,13.4,8.1,0.535,Millet
03-2018,North Eastern,Millet,31.74,34.85,34.92,7.94,Sandy,26.2,5.72,0.142,Millet
03-2018,North Eastern,Millet,33.63,19.86,33.84,7.83,Sandy,10.0,2.37,0.177,Millet
03-2018,North Eastern,Millet,20.09,38.02,58.16,6.7,Sandy,27.7,6.15,0.443,Millet
03-2018,North Eastern,Millet,47.74,36.94,40.5,7.22,Sandy,11.5,7.96,0.597,Millet
03-2018,North Eastern,Millet,62.53,37.64,45.94,8.09,Sandy Loam,31.4,1.02,0.747,Millet
03-2018,North Eastern,Millet,17.23,33.58,32.86,7.92,Sandy Loam,39.2,4.55,0.317,Millet
03-2018,North Eastern,Millet,46.65,33.01,39.78,7.49,Sandy Loam,48.2,9.82,0.657,Millet
03-2018,North Eastern,Millet,45.5,31.76,45.32,6.39,Sandy Loam,43.5,1.37,0.718,Millet
03-2018,North Eastern,Millet,39.26,23.09,43.61,7.41,Sandy Loam,33.8,1.69,0.552,Millet
03-2018,North Eastern,Millet,15.49,30.69,30.28,7.49,Sandy,13.6,1.09,0.225,Millet
03-2018,North Eastern,Millet,17.11,35.65,31.03,7.29,Sandy Loam,46.3,4.9,0.424,Millet
03-2018,North Eastern,Millet,17.5,30.03,34.65,7.14,Sandy,20.8,8.18,0.398,Millet
03-2018,North Eastern,Millet,30.48,31.48,31.08,7.19,Sandy Loam,29.4,9.26,0.113,Millet
03-2018,North Eastern,Millet,52.21,42.11,43.83,8.09,Sandy Loam,42.8,1.42,0.098,Millet
03-2018,North Eastern,Millet,41.98,31.65,31.08,6.4,Sandy Loam,35.1,8.09,0.692,Millet
03-2018,North Eastern,Millet,25.76,25.88,32.36,7.64,Sandy Loam,36.7,6.92,0.427,Millet
03-2018,North Eastern,Millet,57.22,30.4,29.43,7.63,Sandy,11.1,6.89,0.429,Millet
03-2018,North Eastern,Millet,21.46,26.36,25.28,7.3,Sandy,11.9,5.85,0.225,Millet
03-2018,North Eastern,Millet,30.56,36.82,35.39,7.53,Sandy,24.8,4.87,0.192,Millet
03-2018,North Eastern,Millet,31.78,34.74,35.25,7.37,Sandy Loam,31.8,5.29,0.204,Millet
03-2018,North Eastern,Millet,12.28,35.84,40.97,8.12,Sandy Loam,37.3,1.38,0.05,Millet
03-2018,North Eastern,Millet,47.4,33.95,34.08,7.61,Sandy Loam,31.3,3.13,0.306,Millet
03-2018,North Eastern,Millet,32.79,32.5,30.61,7.39,Sandy,12.5,2.7,0.338,Millet
03-2018,North Eastern,Millet,21.02,28.11,39.59,6.97,Sandy Loam,36.2,0.82,0.59,Millet
03-2018,North Eastern,Millet,9.74,27.36,46.53,6.7,Sandy,31.0,3.23,0.096,Millet
03-2018,North Eastern,Millet,21.98,26.14,46.66,7.46,Sandy,15.7,2.86,0.519,Millet
03-2018,North Eastern,Millet,34.9,30.46,38.34,7.93,Sandy,12.8,6.85,0.258,Millet
03-2018,North Eastern,Millet,39.56,25.86,34.61,7.13,Sandy Loam,44.7,7.43,0.565,Millet
03-2018,North Eastern,Millet,38.35,24.6,44.29,7.36,Sandy Loam,40.0,9.84,0.163,Millet
03-2018,North Eastern,Millet,26.59,22.29,44.38,7.86,Sandy Loam,44.2,1.07,0.094,Millet
03-2018,North Eastern,Millet,31.64,33.68,31.67,8.24,Sandy,18.7,8.77,0.223,Millet
03-2018,North Eastern,Millet,20.46,32.07,34.17,7.36,Sandy Loam,39.1,1.13,0.05,Millet
04-2018,Central,Beans,200.57,14.2,65.11,6.73,Clay Loam,70.9,6.76,0.482,Tea
04-2018,Central,Potatoes,116.03,20.13,71.51,6.21,Loam,62.4,2.99,1.972,Tea
04-2018,Central,Beans,145.38,15.17,66.17,6.25,Clay Loam,72.0,1.06,1.078,Tea
04-2018,Central,Maize,145.47,16.14,73.21,6.29,Sandy Loam,35.8,1.81,1.524,Tea
04-2018,Central,Tea,147.99,18.62,66.72,5.61,Loam,64.4,8.38,1.461,Tea
04-2018,Central,Maize,130.24,20.92,69.42,6.12,Sandy Loam,35.2,5.11,1.889,Tea
04-2018,Central,Maize,120.42,18.99,68.25,5.94,Clay Loam,76.8,6.93,1.474,Tea
04-2018,Central,Coffee,155.99,16.08,68.8,5.65,Sandy Loam,36.6,1.62,1.238,Tea
